"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value","variantAttributes/3/key","variantAttributes/3/value"
"United States",,"2022-04-26",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","80",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I just got my iPhone 12 pro in mail today, I want say it package real nice and phone feel luxury even thou is refurbished. In addition I will do my review testing out the phone and see if there's any fake going on but however it came in good shape, no scratches what so ever. I like this alot and seller that send it too me did well because I am young guy review all my purchases and money is worth it spend that. So guy if you want buy refurbished iPhone trust me is worth it, I am going take picture and do a video soon on it. I appreciate amazon as loyal customer and more shopping to come in the future. Appreciate however read this and let see how the phone goes. Thirdly, I want thank seller for well design packaging got a charger and sim kit, I hope in the future people can be honest about thier review before at hand test before you write about it.","R1ZAYKIQKQCCA",,,,,,,,,,,,,"4","Great Review","https://www.amazon.com/gp/customer-reviews/R1ZAYKIQKQCCA","Reviewed in the United States on April 26, 2022","12411","457",,,"Size: 256GB, Color: Gold, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Gold","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-09-07",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","81",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The first one I received was DOA, the second one was absolutely perfect,no marks or scratches,battery was at 93%. change over was quick and easy.","R3DRJ8IXNYQX1J",,,,,,,,,,,,,,"iphone 12 Pro","https://www.amazon.com/gp/customer-reviews/R3DRJ8IXNYQX1J","Reviewed in the United States on September 7, 2024","12411","457",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-07-23",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","82",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I successfully transitioned from my Android to this iPhone. However, I am still learning the many features of this phone. I have successfully added Apps with the exception of my Ecobee thermostat. Will tackle that App real soon with some assistance from Ecobee.","R3MX46IAGGHMB8",,,,,,,,,,,,,,"iPhone vs. Android","https://www.amazon.com/gp/customer-reviews/R3MX46IAGGHMB8","Reviewed in the United States on July 23, 2024","12411","457",,,"Size: 128GB, Color: Gold, Service Provider: T-Mobile, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Gold","Service Provider","T-Mobile","Product grade","Renewed"
"United States",,"2024-10-19",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","83",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Batería al 90% lo que prometen. Estaba sucio y por el precio que lo pagué tenía detalles estéticos","R38ZHPDGSS3M5S",,,,,,,,,,,,,,"Ok","https://www.amazon.com/gp/customer-reviews/R38ZHPDGSS3M5S","Reviewed in the United States on October 19, 2024","12411","457",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed Premium","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2024-11-09",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","84",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Cumple con las especificaciones del vendedor","RMHRQTSMR72RL",,,,,,,,,,,,,,"Excelente","https://www.amazon.com/gp/customer-reviews/RMHRQTSMR72RL","Reviewed in the United States on November 9, 2024","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2023-11-06",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","85",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I purchased my first one and didn’t last more than 1 day. The screen turn black every few hours on. I returned iPhone 12 Pro and repurchased another So far this replacement 12 Pro is working good but I’m not giving all thumbs up for the inconvenience I was having. I wait and see how everything will perform in a few more days at least to finish my review….. So far all is working great with no problems. My photos/video are nice. My iPhone battery holds average 92 percent charge . No issues nor problems with many functions this time","R1NSMHRIEY5NFE",,,,,,,,,,,,,"3","iPhone 12 plus","https://www.amazon.com/gp/customer-reviews/R1NSMHRIEY5NFE","Reviewed in the United States on November 6, 2023","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-10-26",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","86",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I love this phone doesn’t give any problems","RY8NMUX4WZIX9",,,,,,,,,,,,,,"Phone","https://www.amazon.com/gp/customer-reviews/RY8NMUX4WZIX9","Reviewed in the United States on October 26, 2024","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-06-01",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","87",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","These reconditioned iPhones provide a very good choice if you are not interested in paying for the latest model hype. Put your cash into reliability and splurge on a nice case and extra memory. You get good tech, good performance and reliability for much less. What’s not to like?","R3GF2MJ7BN1J3",,,,,,,,,,,,,"2","Sensible choice if you need a reliable phone","https://www.amazon.com/gp/customer-reviews/R3GF2MJ7BN1J3","Reviewed in the United States on June 1, 2024","12411","457",,,"Size: 256GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-09-06",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","88",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone is in excellent condition, as described, but the SIM card tray is missing.","RWJOJ5MGLB76R",,,,,,,,,,,,,,"Good but","https://www.amazon.com/gp/customer-reviews/RWJOJ5MGLB76R","Reviewed in the United States on September 6, 2024","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-06-14",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","89",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I’ve had problems with the phone. I would make a call, the party would answer, i could hear them when the answered, but they couldn’t hear me. Had to go on u tube and got it corrected. I hope it keeps working! When i first got the phone, it worked fine.","R2MH1WNGYEXJ0Y",,,,,,,,,,,,,,"Check out all functions right away.","https://www.amazon.com/gp/customer-reviews/R2MH1WNGYEXJ0Y","Reviewed in the United States on June 14, 2024","12411","457",,,"Size: 256GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-01-23",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","90",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I was surprised by the condition this phone came in. I ordered “good” because I promise I’ll get scratches so it’s really not a priority for me. But this phone came in remarkable condition. Not a scratch or scuff any where. Functions as new. My only complaint is with FedEx. 1st promised next day, then next day became 4 days. Then promised by 10:00 on day 4 that became 8:00. I understand delays but to constantly change the delivery is frustrating","RPG8BSZDAT65B",,,,,,,,,,,,,"4","Very good condition","https://www.amazon.com/gp/customer-reviews/RPG8BSZDAT65B","Reviewed in the United States on January 23, 2024","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-07-29",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","91",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Parece nuevo lo único que no me gustó que la condición de la batería vino en un 83 % el resto todo bien","R118J76SYW0NI8",,,,,,,,,,,,,,"Reseña","https://www.amazon.com/gp/customer-reviews/R118J76SYW0NI8","Reviewed in the United States on July 29, 2024","12411","457",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-09-08",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","92",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","No sirve el cargador es por eso estoy ocupando este cargador el teléfono funciona bien me gusto","R37ZW5TMKBG8XY","https://m.media-amazon.com/images/I/71bxZ4D-x+L._SY88.jpg",,,,,,,,,,,,,"No me sirvió el cargador","https://www.amazon.com/gp/customer-reviews/R37ZW5TMKBG8XY","Reviewed in the United States on September 8, 2024","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed Premium","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2024-08-10",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","93",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone has a big scratch I also had problems to start but know it’s working fine","R39V70WPIK5G7N",,,,,,,,,,,,,,"I’m happy with the purchase thank you","https://www.amazon.com/gp/customer-reviews/R39V70WPIK5G7N","Reviewed in the United States on August 10, 2024","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-08-18",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","94",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Phone is spotless. It came with 93% battery health. However, after 2 weeks it’s at 91% battery health.","R1Z9SD7ACIIDW1","https://m.media-amazon.com/images/I/61oqEgnv3wL._SY88.jpg",,,,,,,,,,,,"6","Phone is as promised for Premium Renewed","https://www.amazon.com/gp/customer-reviews/R1Z9SD7ACIIDW1","Reviewed in the United States on August 18, 2024","12411","457",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed Premium","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2024-08-03",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","95",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I am enjoying this refurbished iPhone. The price was right, and it perform like new. Easy to use and handle.","R3QMYHZ1VHQNNK",,,,,,,,,,,,,,"It works well","https://www.amazon.com/gp/customer-reviews/R3QMYHZ1VHQNNK","Reviewed in the United States on August 3, 2024","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
